0x0000000000000000000000000000000000000000,0x307F6ca7EDD385b3192ffe249Bdfc7D488D9C503,2780000
0x0000000000000000000000000000000000000000,0xD6a02bbcc789BEcA35b72bdf1092AF64ce019193,10000
0x0000000000000000000000000000000000000000,0xE76b3CBa57Ab3558bEDBe8d4BCb0bff31ffe3728,10000
0x0000000000000000000000000000000000000000,0x764697D0bAB4CF1Eea6C544917F75e93E96c908d,10000
0x0000000000000000000000000000000000000000,0x09435744FdB57099e8EA47F229f733bfed186627,10000
0x0000000000000000000000000000000000000000,0xa1E84210239baD5571171a8fe304A90E7Ffe5189,10000
0x0000000000000000000000000000000000000000,0x8526E4F21d060Ef0EF2e69D2a00392e82eeFa63D,10000
0x0000000000000000000000000000000000000000,0x124Aa261E01785aE22dfefCb1097Aefa728edB21,10000
0x0000000000000000000000000000000000000000,0xf8F86c0C1e29b60ef2d7F49a90EbD2A5d313175D,10000
0x0000000000000000000000000000000000000000,0x41bf17Ff6ba0189F038A454717ED2005f4fc1599,10000
0x0000000000000000000000000000000000000000,0x4175F951428a3c0f7fED2dc3704aBC027102311d,10000
0x0000000000000000000000000000000000000000,0x5F6a1235bB04A0bD2563EACC11Ea00bf851339D0,10000
0x0000000000000000000000000000000000000000,0xC47507d921CE3501aa2DAc9E67fc716270Dc7818,10000
0x0000000000000000000000000000000000000000,0x9e3146657C67bdB7328B0eE93fa18EfB74e5337b,10000
0x0000000000000000000000000000000000000000,0xCc6fDcBDedA713a9639C8f9c379E00dd5e0c4756,10000
0x0000000000000000000000000000000000000000,0xe9d6263e45466f1581EF86f45483acF154D805bB,10000
0x0000000000000000000000000000000000000000,0x337EA3Ff86860CD54b77e275e32Df130B82299B9,10000
0x0000000000000000000000000000000000000000,0x60FfDcCAF98EBc195D69d71AD1D73EE82f5e9C5B,10000
0x0000000000000000000000000000000000000000,0x298548ed73fA57deB8842443A007660334F67Fac,10000
0x0000000000000000000000000000000000000000,0x0B166fa24f6c3e899c29D511657902BEd3d35Ddf,10000
0x0000000000000000000000000000000000000000,0xe3EfB97238A25097210E39e6E9c1b68649b8602f,10000
0x0000000000000000000000000000000000000000,0x06C3d9c563328FC4AbaF45Ed700A9053b2F01818,10000
0x0000000000000000000000000000000000000000,0x40Efc3d9a5Fcf82e71C63391fE1578f7172c977E,10000
